,City,Country,Latitude,Longitude,Year,Value,Date,Time,Min,TimeNew,VAL_0,Contient
5000,Gorakhpur,India,26.760555,83.373168,1850,48000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002081533,Asia
5001,Stuttgart,Germany,48.78232,9.17702,1850,48000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002081533,Europe
5002,Sydney,Australia,-33.86785,151.20732,1850,48000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002081533,0
5003,Szczecin,Poland,53.416667,14.583333,1850,48000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002081533,Europe
5004,Wuzhou,China,23.476963,111.279115,1850,48000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002081533,Asia
5005,Asuncion,Paraguay,-25.30066,-57.63591,1857,48000,/01/01,1857/01/01, 00:00:00,1857/01/01 00:00:00,0.002081533,Americas
5006,Guanajuato,Mexico,21.01858,-101.2591,1857,48000,/01/01,1857/01/01, 00:00:00,1857/01/01 00:00:00,0.002081533,Americas
5007,Alessandria,Italy,44.91245,8.61894,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Europe
5008,Brescia,Italy,45.52478,10.22727,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Europe
5009,Cheltenham,United Kingdom,51.883333,-2.066667,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,0
5010,Erzurum,Turkey,39.90861,41.27694,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Asia
5011,Flensburg,Germany,54.78431,9.43961,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Europe
5012,Fortaleza,Brazil,-3.71722,-38.54306,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Americas
5013,Kaiserslautern,Germany,49.443,7.77161,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Europe
5014,Koblenz am Rhein,Germany,50.360025,7.589907,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Europe
5015,Lincoln,United Kingdom,53.230689,-0.540583,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,0
5016,Linqing,China,36.849444,115.706111,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Asia
5017,Ludhiana,India,30.90015,75.85229,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Asia
5018,Oxford,United Kingdom,51.752021,-1.257726,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,0
5019,Shikarpur,Pakistan,27.95,68.65,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Asia
5020,Wellington,New Zealand,-41.286452,174.776253,1900,48000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002081533,Oceania
5021,Poznan,Poland,52.40692,16.92993,1849,47963,/01/01,1849/01/01, 00:00:00,1849/01/01 00:00:00,0.002079924,Europe
5022,Paisley,United Kingdom,55.83173,-4.43254,1851,47952,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002079446,0
5023,Stuttgart,Germany,48.78232,9.17702,1849,47837,/01/01,1849/01/01, 00:00:00,1849/01/01 00:00:00,0.002074446,Europe
5024,Gdansk,Poland,54.352025,18.64663,1745,47600,/01/01,1745/01/01, 00:00:00,1745/01/01 00:00:00,0.002064142,Europe
5025,Tehran,Iran,35.69439,51.42151,1807,47500,/01/01,1807/01/01, 00:00:00,1807/01/01 00:00:00,0.0020597939999999998,Asia
5026,Szczecin,Poland,53.416667,14.583333,1849,47202,/01/01,1849/01/01, 00:00:00,1849/01/01 00:00:00,0.002046837,Europe
5027,Ludhiana,India,30.90015,75.85229,1855,47191,/01/01,1855/01/01, 00:00:00,1855/01/01 00:00:00,0.0020463589999999998,Asia
5028,Dvin,Armenia,40.01984,44.58376,622,47000,/01/01,622/01/01, 00:00:00,622/01/01 00:00:00,0.002038055,Asia
5029,Edessa,Turkey,37.15,38.8,1144,47000,/01/01,1144/01/01, 00:00:00,1144/01/01 00:00:00,0.002038055,Asia
5030,Balasaghun,Kyrgyzstan,42.379739,75.250456,1150,47000,/01/01,1150/01/01, 00:00:00,1150/01/01 00:00:00,0.002038055,Asia
5031,Balasaghun,Kyrgyzstan,42.379739,75.250456,1200,47000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.002038055,Asia
5032,Xiangyang,China,32.017,112.133,1200,47000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.002038055,Asia
5033,Balasaghun,Kyrgyzstan,42.379739,75.250456,1213,47000,/01/01,1213/01/01, 00:00:00,1213/01/01 00:00:00,0.002038055,Asia
5034,Xiangyang,China,32.017,112.133,1236,47000,/01/01,1236/01/01, 00:00:00,1236/01/01 00:00:00,0.002038055,Asia
5035,Xiangyang,China,32.017,112.133,1250,47000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.002038055,Asia
5036,Valencia,Spain,39.469908,-0.376289,1355,47000,/01/01,1355/01/01, 00:00:00,1355/01/01 00:00:00,0.002038055,Europe
5037,Valencia,Spain,39.469908,-0.376289,1361,47000,/01/01,1361/01/01, 00:00:00,1361/01/01 00:00:00,0.002038055,Europe
5038,Antwerp,Belgium,51.219217,4.402883,1595,47000,/01/01,1595/01/01, 00:00:00,1595/01/01 00:00:00,0.002038055,Europe
5039,Messina,Italy,38.19327,15.54969,1653,47000,/01/01,1653/01/01, 00:00:00,1653/01/01 00:00:00,0.002038055,Europe
5040,Gdansk,Poland,54.352025,18.64663,1750,47000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002038055,Europe
5041,Strasbourg,France,48.58342,7.74296,1750,47000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.002038055,Europe
5042,Hiroshima,Japan,34.396775,132.460017,1764,47000,/01/01,1764/01/01, 00:00:00,1764/01/01 00:00:00,0.002038055,Asia
5043,Nimes,France,43.83333,4.35,1775,47000,/01/01,1775/01/01, 00:00:00,1775/01/01 00:00:00,0.002038055,Europe
5044,Strasbourg,France,48.58342,7.74296,1787,47000,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.002038055,Europe
5045,Huai'an,China,33.5,119.133333,1800,47000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002038055,Asia
5046,Wuzhou,China,23.476963,111.279115,1800,47000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.002038055,Asia
5047,Amiens,France,49.892,2.299,1850,47000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002038055,Europe
5048,Erzurum,Turkey,39.90861,41.27694,1850,47000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002038055,Asia
5049,Hannover,Germany,52.37052,9.73322,1850,47000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002038055,Europe
5050,Paisley,United Kingdom,55.83173,-4.43254,1850,47000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002038055,0
5051,Yogyakarta,Indonesia,-7.797139,110.368833,1850,47000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.002038055,Asia
5052,Amiens,France,49.892,2.299,1851,47000,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002038055,Europe
5053,Almeria,Spain,36.83814,-2.45974,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Europe
5054,Andria,Italy,41.23063,16.29087,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Europe
5055,Chhapra,India,25.7848,84.7274,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Asia
5056,Foggia,Italy,41.46093,15.54925,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Europe
5057,Gloucester,United Kingdom,51.87,-2.24,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,0
5058,Kakinada,India,16.93,82.33,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Asia
5059,Kuala Lumpur,Malaysia,3.1412,101.68653,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Asia
5060,Mogilev,Belarus,53.899999,30.333328,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Asia
5061,Oradea,Romania,47.072222,21.921111,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Europe
5062,Pondicherry,India,11.91386,79.814472,1900,47000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.002038055,Asia
5063,Bristol,United Kingdom,51.45523,-2.59665,1753,46692,/01/01,1753/01/01, 00:00:00,1753/01/01 00:00:00,0.002024663,0
5064,Brighton,United Kingdom,50.822531,-0.137164,1841,46601,/01/01,1841/01/01, 00:00:00,1841/01/01 00:00:00,0.002020707,0
5065,Blackburn,United Kingdom,53.748578,-2.487536,1851,46536,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002017881,0
5066,Bratislava,Slovakia,48.145892,17.107136,1851,46527,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.002017489,Europe
5067,Dresden,Germany,51.05089,13.73832,1727,46472,/01/01,1727/01/01, 00:00:00,1727/01/01 00:00:00,0.002015098,Europe
5068,Cuttack,India,20.46497,85.87927,1869,46436,/01/01,1869/01/01, 00:00:00,1869/01/01 00:00:00,0.002013533,Asia
5069,Murshidabad,India,24.1839,88.27171,1872,46182,/01/01,1872/01/01, 00:00:00,1872/01/01 00:00:00,0.002002489,Asia
5070,Cuzco,Peru,-13.525,-71.972222,1826,46123,/01/01,1826/01/01, 00:00:00,1826/01/01 00:00:00,0.001999924,Americas
5071,Chengdu,China,30.66667,104.06667,1200,46000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.001994576,Asia
5072,Hanoi,Vietnam,21.033333,105.85,1400,46000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.001994576,Asia
5073,Calicut,India,11.258753,75.78041,1450,46000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.001994576,Asia
5074,Seville,Spain,37.388097,-5.982331,1500,46000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.001994576,Europe
5075,Seville,Spain,37.388097,-5.982331,1520,46000,/01/01,1520/01/01, 00:00:00,1520/01/01 00:00:00,0.001994576,Europe
5076,Antwerp,Belgium,51.219217,4.402883,1526,46000,/01/01,1526/01/01, 00:00:00,1526/01/01 00:00:00,0.001994576,Europe
5077,Ferrara,Italy,44.82678,11.62071,1577,46000,/01/01,1577/01/01, 00:00:00,1577/01/01 00:00:00,0.001994576,Europe
5078,Cossimbazar,India,24.1167,88.2833,1681,46000,/01/01,1681/01/01, 00:00:00,1681/01/01 00:00:00,0.001994576,Asia
5079,Cork,Ireland,51.89797,-8.47061,1749,46000,/01/01,1749/01/01, 00:00:00,1749/01/01 00:00:00,0.001994576,0
5080,Cork,Ireland,51.89797,-8.47061,1750,46000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.001994576,0
5081,Kunming,China,25.03889,102.71833,1800,46000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.001994576,Asia
5082,Sofia,Bulgaria,42.69751,23.32415,1800,46000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.001994576,0
5083,Strasbourg,France,48.58342,7.74296,1800,46000,/01/01,1800/01/01, 00:00:00,1800/01/01 00:00:00,0.001994576,Europe
5084,Strasbourg,France,48.58342,7.74296,1802,46000,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.001994576,Europe
5085,Mashhad,Iran,36.3,59.6,1822,46000,/01/01,1822/01/01, 00:00:00,1822/01/01 00:00:00,0.001994576,Asia
5086,Bratislava,Slovakia,48.145892,17.107136,1850,46000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.001994576,Europe
5087,Poznan,Poland,52.40692,16.92993,1850,46000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.001994576,Europe
5088,Tokushima,Japan,34.070269,134.554844,1850,46000,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.001994576,Asia
5089,Avignon,France,43.94834,4.80892,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Europe
5090,Bournemouth,United Kingdom,50.72048,-1.8795,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,0
5091,Cluj-Napoca,Romania,46.777248,23.59989,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Europe
5092,Fukui,Japan,36.065178,136.221527,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Asia
5093,Kingston,Jamaica,17.992731,-76.8,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Americas
5094,Kunming,China,25.03889,102.71833,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Asia
5095,Lausanne,Switzerland,46.516,6.63282,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Europe
5096,Muzaffarpur,India,26.120888,85.36472,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Asia
5097,Przemysl,Poland,49.78498,22.76728,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Europe
5098,Puri,India,19.810556,85.831389,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Asia
5099,Saint-Quentin,France,49.847066,3.2874,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Europe
5100,Stavropol,Russian Federation,45.049999,41.96667,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,0
5101,Udaipur,India,24.57127,73.691544,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,Asia
5102,Worcester,United Kingdom,52.18935,-2.22001,1900,46000,/01/01,01/01/1900, 00:00:00,01/01/1900 00:00,0.001994576,0
5103,Valletta,Malta,35.89972,14.51472,1826,45806,/01/01,1826/01/01, 00:00:00,1826/01/01 00:00:00,0.001986141,Europe
5104,Sheffield,United Kingdom,53.381128,-1.470086,1801,45755,/01/01,1801/01/01, 00:00:00,1801/01/01 00:00:00,0.0019839239999999998,0
5105,Reims,France,49.25,4.03333,1851,45754,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.00198388,Europe
5106,Salvador,Brazil,-12.97111,-38.51083,1805,45600,/01/01,1805/01/01, 00:00:00,1805/01/01 00:00:00,0.001977185,Americas
5107,Padua,Italy,45.406436,11.876761,1802,45475,/01/01,1802/01/01, 00:00:00,1802/01/01 00:00:00,0.00197175,Europe
5108,Louisville,United States of America,38.252563,-85.758367,1850,45316,/01/01,1850/01/01, 00:00:00,1850/01/01 00:00:00,0.001964837,Americas
5109,Faizabad,India,26.779386,82.142169,1872,45300,/01/01,1872/01/01, 00:00:00,1872/01/01 00:00:00,0.001964141,Asia
5110,Gorakhpur,India,26.760555,83.373168,1848,45265,/01/01,1848/01/01, 00:00:00,1848/01/01 00:00:00,0.001962619,Asia
5111,Port Louis,Mauritius,-20.16194,57.504104,1846,45212,/01/01,1846/01/01, 00:00:00,1846/01/01 00:00:00,0.001960315,Africa
5112,Nancy,France,48.68439,6.18496,1851,45129,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.001956706,Europe
5113,Toulouse,France,43.60426,1.44367,1809,45094,/01/01,1809/01/01, 00:00:00,1809/01/01 00:00:00,0.001955185,Europe
5114,Metz,France,49.11911,6.17269,1787,45090,/01/01,1787/01/01, 00:00:00,1787/01/01 00:00:00,0.001955011,Europe
5115,Kazan,Russian Federation,55.790278,49.134722,1851,45049,/01/01,1851/01/01, 00:00:00,1851/01/01 00:00:00,0.001953228,0
5116,Vienne,France,45.51667,4.86667,361,45000,/01/01,361/01/01, 00:00:00,361/01/01 00:00:00,0.0019510979999999999,Europe
5117,Samarkand,Uzbekistan,39.6576,66.947561,622,45000,/01/01,622/01/01, 00:00:00,622/01/01 00:00:00,0.0019510979999999999,Asia
5118,Srinagar,India,34.08842,74.80298,622,45000,/01/01,622/01/01, 00:00:00,622/01/01 00:00:00,0.0019510979999999999,Asia
5119,Srinagar,India,34.08842,74.80298,630,45000,/01/01,630/01/01, 00:00:00,630/01/01 00:00:00,0.0019510979999999999,Asia
5120,Bukhara,Uzbekistan,39.765869,64.422347,782,45000,/01/01,782/01/01, 00:00:00,782/01/01 00:00:00,0.0019510979999999999,Asia
5121,Bukhara,Uzbekistan,39.765869,64.422347,800,45000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.0019510979999999999,Asia
5122,Ellora,India,20.026319,75.177641,800,45000,/01/01,800/01/01, 00:00:00,800/01/01 00:00:00,0.0019510979999999999,Asia
5123,Bukhara,Uzbekistan,39.765869,64.422347,830,45000,/01/01,830/01/01, 00:00:00,830/01/01 00:00:00,0.0019510979999999999,Asia
5124,Ellora,India,20.026319,75.177641,900,45000,/01/01,900/01/01, 00:00:00,900/01/01 00:00:00,0.0019510979999999999,Asia
5125,Fuzhou,China,26.076111,119.306389,1000,45000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0019510979999999999,Asia
5126,Kiev,Ukraine,50.45466,30.5238,1000,45000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0019510979999999999,Europe
5127,Kush,Egypt,18.53,31.84,1000,45000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0019510979999999999,Africa
5128,Venice,Italy,45.440847,12.315514,1000,45000,/01/01,1000/01/01, 00:00:00,1000/01/01 00:00:00,0.0019510979999999999,Europe
5129,Fuzhou,China,26.076111,119.306389,1077,45000,/01/01,1077/01/01, 00:00:00,1077/01/01 00:00:00,0.0019510979999999999,Asia
5130,Tsinkiang,China,24.913889,118.58583,1077,45000,/01/01,1077/01/01, 00:00:00,1077/01/01 00:00:00,0.0019510979999999999,Asia
5131,Xian,China,34.341485,108.940404,1077,45000,/01/01,1077/01/01, 00:00:00,1077/01/01 00:00:00,0.0019510979999999999,Asia
5132,Balasaghun,Kyrgyzstan,42.379739,75.250456,1100,45000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.0019510979999999999,Asia
5133,Fuzhou,China,26.076111,119.306389,1100,45000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.0019510979999999999,Asia
5134,Sivas,Turkey,39.74833,37.01611,1100,45000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.0019510979999999999,Asia
5135,Tsinkiang,China,24.913889,118.58583,1100,45000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.0019510979999999999,Asia
5136,Xian,China,34.341485,108.940404,1100,45000,/01/01,1100/01/01, 00:00:00,1100/01/01 00:00:00,0.0019510979999999999,Asia
5137,Fuzhou,China,26.076111,119.306389,1150,45000,/01/01,1150/01/01, 00:00:00,1150/01/01 00:00:00,0.0019510979999999999,Asia
5138,Meknes,Morocco,33.89352,-5.54727,1150,45000,/01/01,1150/01/01, 00:00:00,1150/01/01 00:00:00,0.0019510979999999999,Africa
5139,Milan,Italy,45.465453,9.198786,1150,45000,/01/01,1150/01/01, 00:00:00,1150/01/01 00:00:00,0.0019510979999999999,Europe
5140,Yangzhou,China,32.4,í€äó_í‰Œæ119.416667,1150,45000,/01/01,1150/01/01, 00:00:00,1150/01/01 00:00:00,0.0019510979999999999,Asia
5141,Alexandria,Egypt,31.200092,29.918739,1175,45000,/01/01,1175/01/01, 00:00:00,1175/01/01 00:00:00,0.0019510979999999999,Africa
5142,Aleppo,Syria,36.216667,37.166667,1200,45000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0019510979999999999,Asia
5143,Sivas,Turkey,39.74833,37.01611,1200,45000,/01/01,1200/01/01, 00:00:00,1200/01/01 00:00:00,0.0019510979999999999,Asia
5144,Kashi,China,39.4704,75.989756,1250,45000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.0019510979999999999,Asia
5145,Mosul,Iraq,36.335,43.11889,1250,45000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.0019510979999999999,Asia
5146,Rouen,France,49.44313,1.09932,1250,45000,/01/01,1250/01/01, 00:00:00,1250/01/01 00:00:00,0.0019510979999999999,Europe
5147,Rouen,France,49.44313,1.09932,1272,45000,/01/01,1272/01/01, 00:00:00,1272/01/01 00:00:00,0.0019510979999999999,Europe
5148,Konya,Turkey,37.87135,32.48464,1294,45000,/01/01,1294/01/01, 00:00:00,1294/01/01 00:00:00,0.0019510979999999999,Asia
5149,London,United Kingdom,51.511214,-0.119825,1300,45000,/01/01,1300/01/01, 00:00:00,1300/01/01 00:00:00,0.0019510979999999999,0
5150,Bursa,Turkey,40.19266,29.08403,1350,45000,/01/01,1350/01/01, 00:00:00,1350/01/01 00:00:00,0.0019510979999999999,Asia
5151,Hanoi,Vietnam,21.033333,105.85,1350,45000,/01/01,1350/01/01, 00:00:00,1350/01/01 00:00:00,0.0019510979999999999,Asia
5152,Lisbon,Portugal,38.71667,-9.13333,1350,45000,/01/01,1350/01/01, 00:00:00,1350/01/01 00:00:00,0.0019510979999999999,Europe
5153,Nizhniy Novgorod,Russian Federation,56.3269,44.0075,1400,45000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.0019510979999999999,0
5154,Novgorod,Russian Federation,58.525569,31.274192,1400,45000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.0019510979999999999,0
5155,Valencia,Spain,39.469908,-0.376289,1400,45000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.0019510979999999999,Europe
5156,Xuzhou,China,34.26,117.21,1400,45000,/01/01,1400/01/01, 00:00:00,1400/01/01 00:00:00,0.0019510979999999999,Asia
5157,Istanbul,Turkey,41.005275,28.976944,1450,45000,/01/01,1450/01/01, 00:00:00,1450/01/01 00:00:00,0.0019510979999999999,Asia
5158,Istanbul,Turkey,41.005275,28.976944,1453,45000,/01/01,1453/01/01, 00:00:00,1453/01/01 00:00:00,0.0019510979999999999,Asia
5159,Bursa,Turkey,40.19266,29.08403,1500,45000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0019510979999999999,Asia
5160,Chiang Mai,Thailand,18.790978,98.960775,1500,45000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0019510979999999999,Asia
5161,Esfahan,Iran,32.651389,51.679192,1500,45000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0019510979999999999,Asia
5162,Pskov,Russian Federation,57.8136,28.3496,1500,45000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0019510979999999999,0
5163,Skopje,Serbia,41.99646,21.43141,1500,45000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0019510979999999999,Europe
5164,Thatta,India,24.746117,67.924336,1500,45000,/01/01,1500/01/01, 00:00:00,1500/01/01 00:00:00,0.0019510979999999999,Asia
5165,Bukhara,Uzbekistan,39.765869,64.422347,1545,45000,/01/01,1545/01/01, 00:00:00,1545/01/01 00:00:00,0.0019510979999999999,Asia
5166,Osaka,Japan,34.693216,135.502082,1580,45000,/01/01,1580/01/01, 00:00:00,1580/01/01 00:00:00,0.0019510979999999999,Asia
5167,Golkonda,India,17.382986,78.402003,1585,45000,/01/01,1585/01/01, 00:00:00,1585/01/01 00:00:00,0.0019510979999999999,Asia
5168,Jodhpur,India,26.26841,73.00594,1600,45000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0019510979999999999,Asia
5169,Kagoshima,Japan,31.5966,130.557183,1600,45000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0019510979999999999,Asia
5170,Nanchang,China,28.68333,115.88333,1600,45000,/01/01,1600/01/01, 00:00:00,1600/01/01 00:00:00,0.0019510979999999999,Asia
5171,Augsberg,Germany,48.371444,10.898239,1620,45000,/01/01,1620/01/01, 00:00:00,1620/01/01 00:00:00,0.0019510979999999999,Europe
5172,Granada,Spain,37.177336,-3.598558,1638,45000,/01/01,1638/01/01, 00:00:00,1638/01/01 00:00:00,0.0019510979999999999,Europe
5173,Kerman,Iran,30.28321,57.07879,1640,45000,/01/01,1640/01/01, 00:00:00,1640/01/01 00:00:00,0.0019510979999999999,Asia
5174,Nanchang,China,28.68333,115.88333,1649,45000,/01/01,1649/01/01, 00:00:00,1649/01/01 00:00:00,0.0019510979999999999,Asia
5175,Vilnius,Lithuania,54.683333,25.283333,1650,45000,/01/01,1650/01/01, 00:00:00,1650/01/01 00:00:00,0.0019510979999999999,Europe
5176,Martaban,Myanmar,16.52834,97.6157,1661,45000,/01/01,1661/01/01, 00:00:00,1661/01/01 00:00:00,0.0019510979999999999,Asia
5177,Rotterdam,Netherlands,51.9225,4.47917,1675,45000,/01/01,1675/01/01, 00:00:00,1675/01/01 00:00:00,0.0019510979999999999,Europe
5178,Yangzhou,China,32.4,í€äó_í‰Œæ119.416667,1688,45000,/01/01,1688/01/01, 00:00:00,1688/01/01 00:00:00,0.0019510979999999999,Asia
5179,Messina,Italy,38.19327,15.54969,1695,45000,/01/01,1695/01/01, 00:00:00,1695/01/01 00:00:00,0.0019510979999999999,Europe
5180,Agades,Niger,16.966667,7.983333,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Africa
5181,Ankara,Turkey,39.91987,32.85427,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5182,Basra,Iraq,30.5,47.816667,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5183,Kerman,Iran,30.28321,57.07879,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5184,Messina,Italy,38.19327,15.54969,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Europe
5185,Okayama,Japan,34.661753,133.916667,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5186,Shanghai,China,31.22222,121.45806,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5187,Yangzhou,China,32.4,í€äó_í‰Œæ119.416667,1700,45000,/01/01,1700/01/01, 00:00:00,1700/01/01 00:00:00,0.0019510979999999999,Asia
5188,Okayama,Japan,34.661753,133.916667,1707,45000,/01/01,1707/01/01, 00:00:00,1707/01/01 00:00:00,0.0019510979999999999,Asia
5189,Okayama,Japan,34.661753,133.916667,1721,45000,/01/01,1721/01/01, 00:00:00,1721/01/01 00:00:00,0.0019510979999999999,Asia
5190,Wuzhou,China,23.476963,111.279115,1725,45000,/01/01,1725/01/01, 00:00:00,1725/01/01 00:00:00,0.0019510979999999999,Asia
5191,Esfahan,Iran,32.651389,51.679192,1744,45000,/01/01,1744/01/01, 00:00:00,1744/01/01 00:00:00,0.0019510979999999999,Asia
5192,Achin,Indonesia,5.55,95.316667,1750,45000,/01/01,1750/01/01, 00:00:00,1750/01/01 00:00:00,0.0019510979999999999,Asia
